filename,words
line_800012.png,W dobie przedkomputerowej stosowano do tego celu
line_800013.png,tzw. GENERATORY FIZYCZNE
line_800014.png,"tw. ""generowania ręcznego"""
line_800015.png,albo
line_800016.png,mechanicznego
line_800017.png,w postaci
line_800018.png,"obracania kołem, rzucania monetą/kością"
line_800019.png,losowania karty
line_800020.png,W dobie IT robi się to przy użyciu tzw. GENERATORÓW
line_800021.png,PROGRAMOWYCH
line_800022.png,Ponieważ wykonywanie (przez komputer) takiego programu
line_800023.png,ma charakter deterministyczny
line_800024.png,bo zostało
line_800025.png,zaplanować
line_800026.png,nie można wyniku tak realizowanego procesu/procedury
line_800027.png,nazywać LOSOWYM
line_800028.png,Z drugiej strony algorytmy realizujące te procesy
line_800029.png,"dbają o to,aby"
line_800030.png,ich wynikiem były liczby z
line_800031.png,pojawiały się w
line_800032.png,warunkach
line_800033.png,Z tego powodu nazywamy je LICZBAMI (PSEUDO)LOSOWYMI
line_800034.png,Metodologia określająca (PSEUDO)LOSOWYCH SPOSÓB GENEROWANIA
line_800035.png,polega na
line_800036.png,polega na:
line_800037.png,a) zainicjowaniu wartości początkowej
line_800038.png,zwanej też „ziarnem” (ang. SEED)
line_800039.png,"stosowaniu rekurencji, celem generowania"
line_800040.png,"kolejnych liczb, gdzie postać tej rekurencji"
line_800041.png,jest następująca
line_800042.png,gdzie
line_800043.png,(dane liczby dodatnie)
line_800044.png,całkowite = naturalne
line_800045.png,Mamy więc
line_800046.png,Uwagi
line_800047.png,Przypomnienie relacji modulo
line_800048.png,(czyli kon-
line_800049.png,gruencji)
line_800050.png,Niech dana będzie liczba
line_800051.png,"Mówimy, że"
line_800052.png,przystaje modulo p
line_800053.png,oznacza resztę z dzielenia
line_800054.png,n przez p
line_800055.png,Potrzebna jest więc ZASADA PODZIELNOŚCI
line_800056.png,Niech dana będzie liczba całkowita
line_800057.png,oraz ustalona liczba
line_800058.png,Wtedy istnieją dokładnie dwie liczby
line_800059.png,Wtedy
line_800060.png,nazywamy resztą z dzielenia
line_800061.png,przez K
line_800062.png,"Podstawowa własność kongruencji mówi, że"
line_800063.png,czyli n i m są w relacji mod p
line_800064.png,p dzieli ich różnicę
line_800065.png,W przykładzie powyżej
line_800066.png,podziele przez 4
line_800067.png,Relacja mod ma 3 podstawowe własności
line_800068.png,znane z kursu MAT. DYSKRETNEJ
line_800069.png,jest zwrotna
line_800070.png,symetryczna
line_800071.png,przechodnia
line_800072.png,Co wynika wprost z uwagi 2
line_800073.png,"WIEMY, że każda relacja o tych własnościach"
line_800074.png,jest RELACJĄ RÓWNOWAŻNOŚCI
line_800075.png,"To z kolei oznacza, że generuje ona partycję"
line_800076.png,"zbioru, na którym jest określona"
line_800077.png,Każdy atom takiej partycji jest wtedy
line_800078.png,klasę abstrackji danej liczby
line_800079.png,Wróćmy do naszego algorytmu
line_800080.png,Mamy kolejno:
line_800081.png,Podobne dla
line_800082.png,są tymi pseudolosowymi
line_800083.png,"liczbami, które przybliżają wartość zmiennej"
line_800084.png,losowej
line_800085.png,Weźmy przykład rachunkowy
line_800086.png,wtedy kolejno
line_800087.png,Uwagi
line_800088.png,wygenerowane
line_800089.png,TAK JEST ZAWSZE
line_800090.png,DLATEGO stałe a i m muszą spełniać następujące kryteria:
line_800091.png,następujące kryteria
line_800092.png,pojawianie sie
line_800093.png,dla ustalonej wartości seed
line_800094.png,powinno przebiegać w warunkach stochast.
line_800095.png,niezależności
line_800096.png,okres powtórzenia się wielkości
line_800097.png,czyli k−n powinno być odpowiednio
line_800098.png,duży!
line_800099.png,powinny dać się obliczyć na maszynie
line_800100.png,"wykazano, że na 32-bitowej maszynie"
line_800101.png,ZADANIE 1
line_800102.png,o algorytmie kwadratowym
line_800103.png,von Neumanna
line_800104.png,Cel: generowanie liczb (pseudo)losowych o jednakowej
line_800105.png,"liczbie cyfr m, gdzie m jest parzyste"
line_800106.png,Liczby te są całkowite
line_800107.png,Liczby te są całkowite
line_800108.png,Algorytm
line_800109.png,Zainicjuj algorytm liczbą całkowitą
line_800110.png,Weź wcześniej wygenerowaną liczbę
line_800111.png,Oblicz
line_800112.png,"Jeśli to potrzebne, dopisz odpowiednią"
line_800113.png,liczbą zer na początku
line_800114.png,tak aby
line_800115.png,otrzymać liczbę 2m cyfrową
line_800116.png,Za
line_800117.png,przyjmij m środkowych cyfr z
line_800118.png,modyfikacji
line_800119.png,Oczekiwania: napisać program realizujący ten
line_800120.png,algorytm dla
line_800121.png,"Podam przykład liczby, żeby algorytm był"
line_800122.png,bardziej zrozumiały
line_800123.png,Weźmy
line_800124.png,(Seed)
line_800125.png,Wtedy mamy kolejno
line_800126.png,przebieg
line_800127.png,Podamy teraz klasyczny przykład użycia liczb
line_800128.png,"(pseudo)losowych, bowiem po raz pierwszy były do"
line_800129.png,tego celu wykorzystane
line_800130.png,Problem. Obliczenia całki
line_800131.png,Idea jest następująca: dla rozkładu jednostajnego
line_800132.png,jeśli weźmiemy zmienną
line_800133.png,losową
line_800134.png,to
line_800135.png,Z mocnego prawa wielkich liczb Bernoulliego
line_800136.png,"wiemy, że"
line_800137.png,biorąc ciąg
line_800138.png,niezależnych zm. losowych o rozkł
line_800139.png,zamieniając go na
line_800140.png,uśredniając go
line_800141.png,otrzymamy ciąg
line_800142.png,zbieżny do
line_800143.png,Efekt (teoretyczny) zaprezentowany wyżej
line_800144.png,możemy praktycznie zrealizować za pomocą
line_800145.png,liczb (pseudo)losowych
line_800146.png,Takie podejście do rozwiązania problemu leży
line_800147.png,Takie podejście do rozwiązywania problemu leży
line_800148.png,"u podstaw METOD MONTE CARLO, o czym"
line_800149.png,mowa będzie później
line_800150.png,ZADANIE 2
line_800151.png,"Obliczyć, aproksymując MMC, wartość"
line_800152.png,całki
line_800153.png,Korzystajac z ZAD1
line_800154.png,ciąg liczb (pseudo)losowych
line_800155.png,i obliczyć
line_800156.png,Innym dobrze znanym przykładem z zastosowaniem
line_800157.png,liczb (pseudo)losowych na wczesnym etapie jest
line_800158.png,liczb (pseudo)losowych na wczesnym etapie jest
line_800159.png,problem aproksymacji liczby
line_800160.png,Aproksymacja liczby
line_800161.png,podejście
line_800162.png,Weźmy zbiór
line_800163.png,losowe o rozkład. jednostajnym
line_800164.png,weźmy wektor losowy
line_800165.png,"Wpisujemy w kwadrat okrąg jak wyżej, który"
line_800166.png,"ogranicza koło O o środku (0,0) i promieniu 1"
line_800167.png,Interesuje nas zdarzenie
line_800168.png,"Z założenia mamy model geometryczny, a"
line_800169.png,Mamy „klucz” do
line_800170.png,"Musimy go „mocno"" poprawić, aby zastosować"
line_800171.png,MPWLB
line_800172.png,o wartości
line_800173.png,oczekiwań
line_800174.png,oczekiwań
line_800175.png,W tym celu definiujemy zm. losową
line_800176.png,dla pozostałych
line_800177.png,Mamy do pokonania jeszcze jeden problem
line_800178.png,pojawiają się dwie zmienne losowe
line_800179.png,Pokażemy jak zrobić je z jednej
line_800180.png,o którym mowa wyżej
line_800181.png,ZADANIE 3
line_800182.png,ZADANIE 3
line_800183.png,Stosując powyższą metodologię (opartą
line_800184.png,na koncepcji MMC) oszacowac
line_800185.png,WSK. 1) Wykorzystać ZADANIE 1
line_800186.png,Po wygenerowaniu
line_800187.png,"i uśrednić liczby tych k, które spełniają"
line_800188.png,powyższy warunek.
line_900001.png,Kurs: Badania Operacyjne / ZIP
line_900002.png,"st. stacj. i niestacj,"
line_900003.png,"Wykład, wykładowca dr inż. Ryszard RĘBOWSKI"
line_900004.png,Forma zajęć:
line_900005.png,Tryb: zajęcia on-line
line_900006.png,Wykład 1
line_900007.png,Temat: Sformułowanie problemu PROGRAMOWANIA
line_900008.png,Uwagi nt organizacji zajęć
line_900009.png,Kurs składa się z 7 (st. stacj.) / 6 (st. niest.) wykładów 24
line_900010.png,przewidziane są ćwiczenia.
line_900011.png,W tej samej ilości
line_900012.png,W trybie on-line
line_900013.png,on-line student przypisany jest do Classroomu
line_900014.png,"dwa.: wykład, ćwiczenia"
line_900015.png,Zajęcia odbywają się zgodnie z harmonogramem. Ćwiczenia\
line_900016.png,są obowiązkowe.
line_900017.png,Komunikacja wykładowca ↔ student:
line_900018.png,a) poprzez e-mail rrebowski@gmail.com
line_900019.png,b) poprzez strony wykładowcy
line_900020.png,www.pwsz.legnica.edu.pl/~rebowski
line_900021.png,"w ramach zakładki: Aktualności, Badania Operacyjne"
line_900022.png,"zajęcia w trybie on-line s. letni 2020/2021, konsultacje"
line_900023.png,"W zakładce znajdą Państwo opis kursu, literaturę oraz"
line_900024.png,listy zadań na ćwiczenia (proszę sobie je pobrać).
line_900025.png,"c) poprzez nazwę Classroom: zakładki: strumień, zadania,"
line_900026.png,oceny
line_900027.png,Zasady zaliczenia kursu
line_900028.png,ćwiczenia na ocenę na podstawie kolokwium
line_900029.png,wykład na ocenę (ale nie egzamin)
line_900030.png,Kilka uwag nt genezy B.O.
line_900031.png,Pierwsze prace związane z
line_900032.png,"B.O., o charakterze typowo matematycznym."
line_900033.png,pojawiły się we wczesnych latach 30 tych XX w.
line_900034.png,"Co ciekawe, wtedy dominował Wschód - Rosja Sowiecka"
line_900035.png,Ich praktyczny aspekt został zauważony w czasie II wojny św.
line_900036.png,"w USA i Wlk. Brytanii, a dokładnie dotyczył współczesnych"
line_900037.png,metod pozwalających podejmować efektywne decyzje w dobrze związanym
line_900038.png,z LOGISTYKĄ i PLANOWANIEM
line_900039.png,"Ich spektakularnym zastosowaniem było przygotowanie do II frontu,"
line_900040.png,"do zaplanowania operacji Overlord, do jej"
line_900041.png,ówcześni wojskowi nie byli w stanie rozwiązać piętrzących
line_900042.png,się problemów związanych z ogromem operacji dynamikę
line_900043.png,"uwarunkowań, jej wieloaspektowości"
line_900044.png,czasem. Potrzebny był geniusz.
line_900045.png,i krótkim do dyspozycji
line_900046.png,i taki akurat żył
line_900047.png,na kontynencie amerykański - był nim John von Neumann
line_900048.png,"Proszę pamiętać, że w tym okresie"
line_900049.png,powstają podwaliny pod IT
line_900050.png,- prace nad pierwszymi maszynami
line_900051.png,i cyfrowymi.
line_900052.png,"Na kontynencie, ważną praktyczną rolę zaczynają odgrywać"
line_900053.png,prace teoretyczne drugiego geniusza — Alana TURINGA
line_900054.png,Dlatego w tamtejszym okresie
line_900055.png,właśnie dyscyplina nazywała się
line_900056.png,BADANIE OPERACJI (chodziło o wysiłek operacji).
line_900057.png,"W latach 70, po „odmrożeniu” zaczęto używać nazwy"
line_900058.png,BADANIA OPERACYJNE (Operations Research)(OR)
line_900059.png,Obecnie w użyciu jest nazwa NAUKA O ZARZĄDZANIU
line_900060.png,(Management Science) MS
line_900061.png,Co jest istotą MS/OR?
line_900062.png,"jest nauką interdyscyplinarną, opartą na metodach"
line_900063.png,"matematycznych z obszarów: analizy funkcjonalnej, teorii gier,"
line_900064.png,"teorii grafów, metod stochastycznych"
line_900065.png,związanych jest (aplikacje) z teorią podejmowania decyzji
line_900066.png,w kontekście wypracowania metod pozwalających wyciągnąć
line_900067.png,problemy dezycyjne w sposób efektywny (bo optymalny)
line_900068.png,zatem takich sfer działalności człowieka jest
line_900069.png,a) organizacji produkcji
line_900070.png,b) planowaniu i zarządzaniu
line_900071.png,przedsiębiorstwie
line_900072.png,"c) logistyki, łańcucha dostaw"
line_900073.png,Z metodologicznego punktu widzenia rozwiązywanie problemu decyzyjnego
line_900074.png,"za pomocą MS/OR jest procesem, na który składa się"
line_900075.png,(w określonej kolejności) kilka etapów:
line_900076.png,a) rozpoznanie sytuacji decyzyjnej (dalej
line_900077.png,tabeli sytuacji)
line_900078.png,b) zbudowanie modelu teoretycznego jako obrazu
line_900079.png,tej sytuacji.
line_900080.png,c) rozwiązanie (matematyczne) tego modelu
line_900081.png,d) weryfikacja poprawności uzyskanych wartości
line_900082.png,(metoda wrażliwości - symulacje)
line_900083.png,e) wdrożenie tych rozwiązań
line_900084.png,"My skoncentrujemy się (a), (b) i (c)"
line_900085.png,Przedstawienie tu zagadnień przechodzi do MS/OR
line_900086.png,MS/OR
line_900087.png,I. Wybór asortymentu produkcji:
line_900088.png,"Generalnie, trzeba podjąć decyzję (optymalną), które"
line_900089.png,wyroby i w jakiej ilości (w ramach dostępnego wolumenu
line_900090.png,produkcji)
line_900091.png,zysk / przychód
line_900092.png,"z ich sprzedaży/dystrybucji, przy danych zasobach"
line_900093.png,materiałów i środków produkcji
line_900094.png,Typowa sytuacja wygląda następująco:
line_900095.png,Dany zakład ma produkować
line_900096.png,wyroby:
line_900097.png,Dla ich produkcji zużywa różne
line_900098.png,"środki produkcyjne, które posiada w ograniczonej ilości"
line_900099.png,Stosowane procesy technologiczne definiujemy normy zużycia
line_900100.png,tych środków nma jednostki wyrobu
line_900101.png,Znany zasób tych środków. Wreszcie znany np.
line_900102.png,ceny jednostkowe zbytu tych wyrobów.
line_900103.png,"do odpowiedzi, na kwestie"
line_900104.png,Decyzja sprowadza się do odpowiedzi
line_900105.png,produkcji
line_900106.png,a) które spośród
line_900107.png,b) w jakiej ilości
line_900108.png,"aby nie przekroczyć limitów, a jednocześnie wygenerować"
line_900109.png,największy z możliwych zysk/przychód przy akceptacji
line_900110.png,danych cen jednostkowych.
line_900111.png,Przykład 1 (liczby)
line_900112.png,Przedsiębiorstwo X produkuje 2 wyroby: W1 i W2. W procesie
line_900113.png,produkcji tych wyrobów zużywa dwa limitowane środki produkcji
line_900114.png,Limity tych
line_900115.png,środków wynoszą odpowiednio
line_900116.png,Nakłady tych środków są następujące:
line_900117.png,"Dodatkowo wiadomo, że limity produkcyjne na"
line_900118.png,"Ponadto specyfika X wymaga, aby"
line_900119.png,zachować proporcję # W1 =
line_900120.png,"ceny jednostkowe: W1 → 30, W2 → 40."
line_900121.png,Wreszcie
line_900122.png,"Należy: ustalić rozmiar produkcji, przy założeniu że"
line_900123.png,przychód ze sprzedaży był maksymalny.
line_900124.png,Problem mieszany
line_900125.png,"Generalnie należy podjąć decyzję określając, jaką ilość danych"
line_900126.png,"surowców należy nabyć (zmieszać), aby uzyskać"
line_900127.png,produkt finalny o oczekiwanych własnościach określonych
line_900128.png,"zawartość składników, z których składają się te"
line_900129.png,uwzględniając
line_900130.png,(minimalizując go)
line_900131.png,koszt nabycia tych surowców
line_900132.png,Bardzo często zagadnienie to uważane jest jako PROBLEM
line_900133.png,czyli rozważa się kwestię określenia
line_900134.png,jakie ilości produktów
line_900135.png,zakupić (po znanych cenach)
line_900136.png,czy przy racjonalnym zaspokojeniu potrzeb(organizm)
line_900137.png,obniżyć do min koszty wyżywienia.
line_900138.png,Zatem celem osoby odpowiedzialnej za realizację
line_900139.png,tego procesu (żywienia) jest wybór takiego
line_900140.png,"„mieszanki” żywieniowej, która ze wszystkich"
line_900141.png,dopuszczalnych (bo obowiązuje określona dieta!)
line_900142.png,będzie najtańszy (to wcale
line_900143.png,"nie oznacza, że najgorszy!)"
line_900144.png,Przykład 2 (mieszanki)
line_900145.png,sporządzić paszę będącą mieszanką celem żywienia hodowli zwierząt.
line_900146.png,Spółdzielnia produkcyjna
line_900147.png,dwóch produktów
line_900148.png,Każda ma dostarczyć zwierzęta (= też DIETY)
line_900149.png,w ilościach
line_900150.png,trzech składników:
line_900151.png,nie mniejszych niż określone minima
line_900152.png,Dokładnie:
line_900153.png,Zawartość składników
line_900154.png,następujących
line_900155.png,jednostkowe nabycia
line_900156.png,ceny
line_900157.png,Należy podjąć właściwą
line_900158.png,"takiej ilość P1, P2, aby"
line_900159.png,produkt finalny spełniający
line_900160.png,właściwą decyzję o koszcie nabycia
line_900161.png,aby z jednej strony dostarczyć
line_900162.png,"spełniający wymagania diety,"
line_900163.png,po min. kosztach
line_900164.png,III Wybór procesu technologicznego - zagadnienie
line_900165.png,wycinania
line_900166.png,Generalnie stoimy przed wyborem: jaką metodę
line_900167.png,"zrealizować zamówienie, aby koszt realizacji (a"
line_900168.png,zysk z transakcji) był najwyższy z
line_900169.png,że sytuacja bliska jest I.
line_900170.png,I. Tym razem
line_900171.png,mamy zamówienie (czyli wiemy co i ile produkować)
line_900172.png,Musimy w ramach będących do dyspozycji środki
line_900173.png,"produkcji i technologii  zastosować takie, aby"
line_900174.png,przy realizacji zamówienia ponieść najmniejsze
line_900175.png,koszty.
line_900176.png,Dokładnie
line_900177.png,do wyprodukowania określonej ilości wyrobów
line_900178.png,"mamy do dyspozycji: T1, T2, ..., Tn technologii"
line_900179.png,do ich wytwarzania.
line_900180.png,Znaj. - wielkości zamówienia
line_900181.png,- wydajności technologii w przeliczeniu na
line_900182.png,jednostki wyrobu
line_900183.png,- koszt jednostkowy użycia
line_900184.png,Należy: dobrać takie technologie spośród
line_900185.png,decydując o jakiej ilości mają być użyte
line_900186.png,"aby z jednej strony zrealizować zamówienie,"
line_900187.png,a z drugiej ponieść jak najmniejszy koszt
line_900188.png,Typowym przykładem tego
line_900189.png,zagadnienia
line_900190.png,ZAGADNIENIE OPTYMALNEGO WYKROJU
line_900191.png,Do produkcji
line_900192.png,detali stosujemy różne
line_900193.png,techniki wykrawania z jednolitego surowca
line_900194.png,(np. produkcja el. karoserii sam).
line_900195.png,takich wyrobów
line_900196.png,Mamy zamówione
line_900197.png,w tym celu metody:
line_900198.png,wycinamy
line_900199.png,te detale z arkusza
line_900200.png,blachy.
line_900201.png,"gdzie generuje odpad, który"
line_900202.png,Każda taka
line_900203.png,dla
line_900204.png,trzeba ciąć
line_900205.png,"naszym kosztem. Wiemy, że dla"
line_900206.png,jednostki koszt wyrobu trzeba ciąć
line_900207.png,odpowiedniej ilości tech.
line_900208.png,Należy wyznaczyć optymalny sposób cięcia
line_900209.png,minimalizujący łączny odpad i pozwalający
line_900210.png,zrealizować zamówienie.
line_900211.png,Przykład 3 Tartak
line_900212.png,otrzymuje zamówienie na
line_900213.png,100 desek
line_900214.png,"o dł. 2m każda, 150 desek o dł. 2,5m każda"
line_900215.png,i 200 desek o dł.
line_900216.png,Deski otrzymuje się z rozcinania i docinania
line_900217.png,kłód o dł. 10m
line_900218.png,zapewnia produkty optymalne
line_900219.png,Należy
line_900220.png,(IV) Zagadnie TRANSPORTOWE
line_900221.png,Najlepiej jest przestawić zagadnienie językiem ekonomii rynku -
line_900222.png,strony popytowo-podażowej i równowagi rynkowej
line_900223.png,Strona popytu: reprezentowana przez odbiorców:
line_900224.png,Znanczy zapotrzebowanie każdego
line_900225.png,popyt łączny
line_900226.png,strona podażowa: reprezentowana przez dostawców
line_900227.png,dostawców:
line_900228.png,Znamy możliwość każdego dostawcy
line_900229.png,a więc łączną
line_900230.png,Zachodą dwa przypadki
line_900231.png,równowaga
line_900232.png,tzw. zamknięte zag.
line_900233.png,Transp. (ZZT)
line_900234.png,(OZT).
line_900235.png,Elementy
line_900236.png,zlokalizowane są na siatce
line_900237.png,(model STATYCZNY)
line_900238.png,każdy Di może przepływać
line_900239.png,każdemu Oi i na odwrót
line_900240.png,Znane są koszty jednostkowe w relacji
line_900241.png,Należy zaproponować taką logistykę dostaw
line_900242.png,aby rozdysponować
line_900243.png,w całości
line_900244.png,koszt dostaw
line_900245.png,był najmniejszy z możliwych.
line_900246.png,Przykład 4
line_900247.png,dostarcza cukier trzem hurtowniom.
line_900248.png,Trzech dostawców
line_900249.png,u dostawców znajduje się odpowiednio
line_900250.png,Zapotrzebowanie na cukier wynosi kolejno
line_900251.png,Jednostkowe koszty transportu są
line_900252.png,następne
line_900253.png,Należy ustalić optymalny plan przewozu minimalizujący
line_900254.png,koszt transportu
line_1000001.png,KURS: B.O. / ZiP st. stacj./niest.
line_1000002.png,Forma 2.: WYKŁAD
line_1000003.png,TRYB: ON-LINE
line_1000004.png,W5
line_1000005.png,Temat: MODELOWANIE ZJAWISK PROWADZĄCYCH DO PPL c.d.
line_1000006.png,III PROBLEM WYBORU TECHNOLOGII.
line_1000007.png,Identyfikacja typu: m - # wyrobów
line_1000008.png,n - # technologii
line_1000009.png,gdzie:
line_1000010.png,wyroby
line_1000011.png,technologie
line_1000012.png,def. zmiennych decyzyjnych:
line_1000013.png,jedn. użycia technologii
line_1000014.png,definicja wzoru
line_1000015.png,tech
line_1000016.png,koszt użycia
line_1000017.png,jedn. techn.
line_1000018.png,koszt łączny użycia
line_1000019.png,dziedziny F
line_1000020.png,4) definiujemy
line_1000021.png,oraz warunki ograniczające:
line_1000022.png,jedn. do wyprodukowania wyrobu
line_1000023.png,po użyciu
line_1000024.png,jedn.
line_1000025.png,liczba
line_1000026.png,technologii
line_1000027.png,liczba jedn.
line_1000028.png,po użyciu wszystkich technologii
line_1000029.png,do wyprodukowania
line_1000030.png,więc
line_1000031.png,Przykład w W1
line_1000032.png,Tartak otrzymał zamówienie na 100 desek o dł.
line_1000033.png,"2m każda, 150 desek o dł. 2,5m i 200 desek"
line_1000034.png,"o dł. 3,5m."
line_1000035.png,otrzymuje się z rozcinania i docinania kłód
line_1000036.png,deski
line_1000037.png,dł. 10m
line_1000038.png,Uwaga: W zagadnieniach j.w. na ogół nie pojawia się
line_1000039.png,w sposób jawny dot.
line_1000040.png,oraz
line_1000041.png,wyrobów i ustalenia m.
line_1000042.png,Zaczynamy od definicji
line_1000043.png,Niech
line_1000044.png,deska o dł. 2m
line_1000045.png,Zatem
line_1000046.png,Wektor produkcji:
line_1000047.png,ustalić techniki i odpady jednostkowe.
line_1000048.png,odpad
line_1000049.png,Agregacja danych
line_1000050.png,Model
line_1000051.png,Identyfikacja typu m
line_1000052.png,# dostawców
line_1000053.png,n - # odbiorców
line_1000054.png,def. zmiennych decyzyjnych
line_1000055.png,jedn. towaru
line_1000056.png,dostarczono przez
line_1000057.png,do
line_1000058.png,koszt przewiezienia jednostki towaru
line_1000059.png,na trasie
line_1000060.png,def. f. celu F
line_1000061.png,koszt cząstkowy przewiezienia
line_1000062.png,jedn. towaru na trasie
line_1000063.png,koszt tego transportu
line_1000064.png,Warunki Organizacyjne
line_1000065.png,od strony dostawców
line_1000066.png,"od strony odbiorców, czyli:"
line_1000067.png,Agregacja parametrów
line_1000068.png,Wtedy macierz
line_1000069.png,macierz
line_1000070.png,kosztów jednost.
line_1000071.png,macierz
line_1000072.png,transportowa
line_1000073.png,Przykład z W1
line_1000074.png,dostawy
line_1000075.png,odbiorcy
line_1000076.png,Uwagi.
line_1000077.png,nam opisać
line_1000078.png,wektor limitów
line_1000079.png,cen jedn.
line_1000080.png,wektor
line_1000081.png,macierz efektu śr. prod.
line_1000082.png,wolumen produkcji
line_1000083.png,wektor liczby
line_1000084.png,wektor cen jedn. zakupu produktów
line_1000085.png,zawartość składników w produktach
line_1000086.png,wektor mieszaniny
line_1000087.png,wektor zapotrzebowania
line_1000088.png,wektor odpadów jednost.
line_1000089.png,macierz efektu wykorzystania technologii
line_1000090.png,technologia
line_1000091.png,wygląda
line_1000092.png,"inaczej aniżeli klasycznie PPL,"
line_1000093.png,ale też ma struktury
line_1000094.png,liniowe
line_1000095.png,OZZT zostanie
line_1000096.png,szczegółowo przedstawione
line_1000097.png,później
line_1100001.png,Kurs: B.O. / ZIP st. stacj./niestacj.
line_1100002.png,Forma: Wykład
line_1100003.png,Tryb: On-line
line_1100004.png,Wykład 2
line_1100005.png,Temat: Sformułowanie problemu
line_1100006.png,PROGRAMOWANIA c.d.
line_1100007.png,Zajmiemy się teraz modelem
line_1100008.png,teoretycznym zagadnień przedstawionych
line_1100009.png,"na WI oraz innych, gdzie"
line_1100010.png,występuje potrzeba optymalizacji.
line_1100011.png,"Najpierw przedstawimy to wersji opisowej, zanim"
line_1100012.png,"formalny opis ilościowy, czyli matematyczny."
line_1100013.png,podamy
line_1100014.png,Opis Problemu Programowania (PP)
line_1100015.png,"Sytuację przedstawia się tak, jak na rys. 1."
line_1100016.png,Rozwiązanie PP jako
line_1100017.png,za pomocą
line_1100018.png,zbioru ROZWIĄZAŃ DOPUSZCZALNYCH
line_1100019.png,otoczenia dany jest UKŁAD (proces
line_1100020.png,W określonym otoczeniu dany jest
line_1100021.png,USER
line_1100022.png,gospodarczy). Procesem tym zarządza
line_1100023.png,swojej działalności
line_1100024.png,osiągnąć efekt
line_1100025.png,Chce
line_1100026.png,- musi relatywi-
line_1100027.png,Jest tylko jeden sposób -
line_1100028.png,"zować, czyli"
line_1100029.png,sprecyzować CEL swojej
line_1100030.png,działalności („Objective”)
line_1100031.png,uwzględniając obecność otoczenia
line_1100032.png,które generuje dwa rodzaje ograniczeń
line_1100033.png,(ang. Constraints)
line_1100034.png,warunki brzegowe
line_1100035.png,- warunki ograniczające.
line_1100036.png,W efekcie powstaje tzw. ZBIÓR ROZWIĄZAŃ
line_1100037.png,(ang. FEASIBLE REGION).
line_1100038.png,DOPUSZCZALNYCH
line_1100039.png,Każda decyzja podjęta na podstawie każdego
line_1100040.png,ZRD jest możliwa do wdrożenia
line_1100041.png,elementu
line_1100042.png,-2-
line_1100043.png,na swój cel
line_1100044.png,User
line_1100045.png,postaci FC
line_1100046.png,wybrać
line_1100047.png,"Jest to kryterium, które pozwala mu wybrać"
line_1100048.png,z ZRD tą właściwą. W tym sensie
line_1100049.png,(efekt relatywizacji) jest ona
line_1100050.png,optymalna.
line_1100051.png,Uwaga:
line_1100052.png,Zmiana
line_1100053.png,"Zmiana FC może spowodować, że"
line_1100054.png,zmieni się decyzja optymalna
line_1100055.png,Zmiana
line_1100056.png,"WB & WO może spowodować, że"
line_1100057.png,ZRD ulegnie zmianie i dotychczasowe
line_1100058.png,rozwiązanie w ogóle może nie
line_1100059.png,być
line_1100060.png,możliwe do
line_1100061.png,realizacji!
line_1100062.png,Przedstawmy sytuację z rys.
line_1100063.png,1 jeszcze raz
line_1100064.png,WB - mnogość warunków brzegowych
line_1100065.png,Niech:
line_1100066.png,ograniczających
line_1100067.png,ZRD - mnogość rozwiązań
line_1100068.png,dopuszczalnych
line_1100069.png,f. celu
line_1100070.png,FC
line_1100071.png,Wtedy:
line_1100072.png,d - pojedyncza decyzja
line_1100073.png,d spełnia
line_1100074.png,WB & WO
line_1100075.png,(ii) zadaniem FC
line_1100076.png,(np. wartość zysku
line_1100077.png,nakładu/kosztów)
line_1100078.png,a) wartościowanie decyzji
line_1100079.png,[np. w PLN]
line_1100080.png,b) wybór własności
line_1100081.png,podstawie
line_1100082.png,"przyjętego kryterium, np."
line_1100083.png,kryterium
line_1100084.png,-4-
line_1100085.png,"Wtedy wybór polega na tym,"
line_1100086.png,z ZRD wybrać takie
line_1100087.png,że
line_1100088.png,"tym, aby"
line_1100089.png,"zagadnień,"
line_1100090.png,nazywamy PROBLEMEM PROGRAMOWANIA
line_1100091.png,Model matematyczny PP
line_1100092.png,Niezbędne fakty z matematyki potrzebne
line_1100093.png,do
line_1100094.png,opisu PP
line_1100095.png,przestrzeń euklidesowa
line_1100096.png,oznacza zbiór l.rzeczyw
line_1100097.png,"Wiemy, że symbolem R"
line_1100098.png,prosta
line_1100099.png,Interpretacja geometryczna R
line_1100100.png,"Jest to przykład tw. p. euklidesowy wymiaru n=1,"
line_1100101.png,co oznaczamy R
line_1100102.png,Przypadek n = 2
line_1100103.png,zbiorem
line_1100104.png,są pary l.rzeczywistych
line_1100105.png,Wtedy elementami
line_1100106.png,Ilustracja geometryczna
line_1100107.png,Płaszczyzna
line_1100108.png,jako punkt
line_1100109.png,Weźmy jeszcze przypadek n = 3
line_1100110.png,"(długość, szerokość, wysokość)"
line_1100111.png,Mamy odpowiednio
line_1100112.png,-6-
line_1100113.png,Model
line_1100114.png,"ciąg l,naturalnych długości"
line_1100115.png,Bedą też
line_1100116.png,\
line_1100117.png,Funkcja rzeczywista wielu zmiennych.
line_1100118.png,Jest to przyporządkowane f określone na
line_1100119.png,podzbiorze
line_1100120.png,które
line_1100121.png,przypisuje dokładnie
line_1100122.png,każdemu
line_1100123.png,rzeczywiste
line_1100124.png,jedną liczbe
line_1100125.png,wartości
